127.0.0.1 - - [15/Nov/2017:00:15:49 +0530] "GET / HTTP/1.1" 404 1070
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:17:31 +0530] "GET /MedioxyPharm/js/jquery-1.11.0.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:17:31 +0530] "GET /MedioxyPharm/js/bootstrap.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:17:31 +0530] "GET /MedioxyPharm/js/jquery.cookie.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:17:31 +0530] "GET /MedioxyPharm/js/waypoints.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:17:31 +0530] "GET /MedioxyPharm/js/bootstrap-hover-dropdown.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:17:31 +0530] "GET /MedioxyPharm/js/modernizr.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:17:31 +0530] "GET /MedioxyPharm/js/front.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:17:31 +0530] "GET /MedioxyPharm/js/owl.carousel.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:17:31 +0530] "GET /MedioxyPharm/img/logo.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:17:31 +0530] "GET /MedioxyPharm/img/logo-small.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:17:31 +0530] "GET /MedioxyPharm/css/fonts/fontawesome-webfont.eot? HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:17:56 +0530] "POST /MedioxyPharm/checkout1/basket HTTP/1.1" 200 27959
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:17:56 +0530] "GET /MedioxyPharm/http://fonts.googleapis.com/css?family=Roboto:400,500,700,300,100 HTTP/1.1" 404 1110
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:17:56 +0530] "GET /MedioxyPharm/css/font-awesome.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:17:56 +0530] "GET /MedioxyPharm/css/bootstrap.min.css HTTP/1.1" 200 109521
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:17:56 +0530] "GET /MedioxyPharm/css/animate.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:17:56 +0530] "GET /MedioxyPharm/css/owl.carousel.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:17:56 +0530] "GET /MedioxyPharm/css/owl.theme.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:17:56 +0530] "GET /MedioxyPharm/css/custom.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:17:56 +0530] "GET /MedioxyPharm/css/style.default.css HTTP/1.1" 200 35211
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:17:56 +0530] "GET /MedioxyPharm/js/respond.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:17:56 +0530] "GET /MedioxyPharm/img/logo.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:17:56 +0530] "GET /MedioxyPharm/img/logo-small.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:17:56 +0530] "GET /MedioxyPharm/js/jquery-1.11.0.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:17:56 +0530] "GET /MedioxyPharm/js/bootstrap.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:17:56 +0530] "GET /MedioxyPharm/js/jquery.cookie.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:17:56 +0530] "GET /MedioxyPharm/js/waypoints.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:17:56 +0530] "GET /MedioxyPharm/js/modernizr.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:17:56 +0530] "GET /MedioxyPharm/js/bootstrap-hover-dropdown.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:17:56 +0530] "GET /MedioxyPharm/js/front.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:17:56 +0530] "GET /MedioxyPharm/js/owl.carousel.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:17:56 +0530] "GET /MedioxyPharm/css/fonts/fontawesome-webfont.eot? HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:18:03 +0530] "POST /MedioxyPharm/checkout2/basket HTTP/1.1" 200 27691
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:18:03 +0530] "GET /MedioxyPharm/http://fonts.googleapis.com/css?family=Roboto:400,500,700,300,100 HTTP/1.1" 404 1110
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:18:03 +0530] "GET /MedioxyPharm/css/font-awesome.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:18:03 +0530] "GET /MedioxyPharm/css/bootstrap.min.css HTTP/1.1" 200 109521
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:18:03 +0530] "GET /MedioxyPharm/css/animate.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:18:03 +0530] "GET /MedioxyPharm/css/owl.theme.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:18:03 +0530] "GET /MedioxyPharm/css/owl.carousel.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:18:03 +0530] "GET /MedioxyPharm/css/style.default.css HTTP/1.1" 200 35211
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:18:03 +0530] "GET /MedioxyPharm/css/custom.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:18:03 +0530] "GET /MedioxyPharm/js/respond.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:18:03 +0530] "GET /MedioxyPharm/img/logo.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:18:03 +0530] "GET /MedioxyPharm/img/logo-small.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:18:03 +0530] "GET /MedioxyPharm/js/jquery-1.11.0.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:18:03 +0530] "GET /MedioxyPharm/js/bootstrap.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:18:03 +0530] "GET /MedioxyPharm/js/jquery.cookie.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:18:03 +0530] "GET /MedioxyPharm/js/waypoints.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:18:03 +0530] "GET /MedioxyPharm/js/modernizr.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:18:03 +0530] "GET /MedioxyPharm/js/bootstrap-hover-dropdown.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:18:03 +0530] "GET /MedioxyPharm/js/owl.carousel.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:18:03 +0530] "GET /MedioxyPharm/js/front.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:18:03 +0530] "GET /MedioxyPharm/css/fonts/fontawesome-webfont.eot? HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:18:08 +0530] "POST /MedioxyPharm/checkout3/basket HTTP/1.1" 200 29479
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:18:08 +0530] "GET /MedioxyPharm/css/font-awesome.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:18:08 +0530] "GET /MedioxyPharm/http://fonts.googleapis.com/css?family=Roboto:400,500,700,300,100 HTTP/1.1" 404 1110
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:18:08 +0530] "GET /MedioxyPharm/css/bootstrap.min.css HTTP/1.1" 200 109521
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:18:08 +0530] "GET /MedioxyPharm/css/animate.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:18:08 +0530] "GET /MedioxyPharm/css/owl.carousel.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:18:08 +0530] "GET /MedioxyPharm/css/owl.theme.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:18:08 +0530] "GET /MedioxyPharm/css/custom.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:18:08 +0530] "GET /MedioxyPharm/css/style.default.css HTTP/1.1" 200 35211
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:18:08 +0530] "GET /MedioxyPharm/js/respond.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:18:08 +0530] "GET /MedioxyPharm/js/bootstrap.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:18:08 +0530] "GET /MedioxyPharm/js/jquery-1.11.0.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:18:08 +0530] "GET /MedioxyPharm/js/jquery.cookie.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:18:08 +0530] "GET /MedioxyPharm/js/waypoints.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:18:08 +0530] "GET /MedioxyPharm/js/bootstrap-hover-dropdown.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:18:08 +0530] "GET /MedioxyPharm/js/modernizr.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:18:08 +0530] "GET /MedioxyPharm/js/owl.carousel.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:18:08 +0530] "GET /MedioxyPharm/js/front.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:18:08 +0530] "GET /MedioxyPharm/img/logo-small.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:18:08 +0530] "GET /MedioxyPharm/img/logo.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:18:08 +0530] "GET /MedioxyPharm/css/fonts/fontawesome-webfont.eot? HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:18:18 +0530] "POST /MedioxyPharm/checkout4/basket HTTP/1.1" 404 1095
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:29:19 +0530] "GET /MedioxyPharm/ HTTP/1.1" 404 1047
127.0.0.1 - - [15/Nov/2017:00:29:54 +0530] "GET / HTTP/1.1" 404 1070
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:29:59 +0530] "GET /MedioxyPharm/ HTTP/1.1" 200 40771
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:29:59 +0530] "GET /MedioxyPharm/css/font-awesome.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:29:59 +0530] "GET /MedioxyPharm/css/bootstrap.min.css HTTP/1.1" 200 109521
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:29:59 +0530] "GET /MedioxyPharm/css/animate.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:29:59 +0530] "GET /MedioxyPharm/css/owl.carousel.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:29:59 +0530] "GET /MedioxyPharm/css/owl.theme.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:29:59 +0530] "GET /MedioxyPharm/css/style.default.css HTTP/1.1" 200 35211
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:29:59 +0530] "GET /MedioxyPharm/css/custom.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:29:59 +0530] "GET /MedioxyPharm/js/respond.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:29:59 +0530] "GET /MedioxyPharm/img/logo.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:29:59 +0530] "GET /MedioxyPharm/img/logo-small.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:29:59 +0530] "GET /MedioxyPharm/img/img2.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:29:59 +0530] "GET /MedioxyPharm/img/img1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:29:59 +0530] "GET /MedioxyPharm/img/img4.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:29:59 +0530] "GET /MedioxyPharm/img/img3.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:30:00 +0530] "GET /MedioxyPharm/assets/img/1.jpg HTTP/1.1" 200 10002
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:30:00 +0530] "GET /MedioxyPharm/assets/img/2.jpg HTTP/1.1" 200 46120
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:30:00 +0530] "GET /MedioxyPharm/assets/img/4.jpg HTTP/1.1" 200 21069
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:30:00 +0530] "GET /MedioxyPharm/assets/img/3.jpg HTTP/1.1" 200 14206
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:30:00 +0530] "GET /MedioxyPharm/js/jquery-1.11.0.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:30:00 +0530] "GET /MedioxyPharm/js/bootstrap.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:30:00 +0530] "GET /MedioxyPharm/js/jquery.cookie.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:30:00 +0530] "GET /MedioxyPharm/js/waypoints.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:30:00 +0530] "GET /MedioxyPharm/js/modernizr.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:30:00 +0530] "GET /MedioxyPharm/js/bootstrap-hover-dropdown.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:30:00 +0530] "GET /MedioxyPharm/js/owl.carousel.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:30:00 +0530] "GET /MedioxyPharm/js/front.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:30:00 +0530] "GET /MedioxyPharm/css/fonts/fontawesome-webfont.eot? HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:30:00 +0530] "GET /MedioxyPharm/assets/img/5.jpg HTTP/1.1" 200 20546
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:30:00 +0530] "GET /MedioxyPharm/assets/img/6.jpg HTTP/1.1" 200 10002
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:30:00 +0530] "GET /MedioxyPharm/assets/img/8.jpg HTTP/1.1" 200 10002
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:30:00 +0530] "GET /MedioxyPharm/img/med1.jpeg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:30:01 +0530] "GET /MedioxyPharm/img/med4.jpeg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:30:01 +0530] "GET /MedioxyPharm/img/med2.jpeg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:30:01 +0530] "GET /MedioxyPharm/img/med3.jpeg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:30:01 +0530] "GET /MedioxyPharm/img/med5.jpeg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:30:05 +0530] "GET /MedioxyPharm/http://fonts.googleapis.com/css?family=Roboto:400,500,700,300,100 HTTP/1.1" 404 1110
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:30:05 +0530] "GET /MedioxyPharm/css/font-awesome.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:30:05 +0530] "GET /MedioxyPharm/details/2 HTTP/1.1" 200 27308
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:30:05 +0530] "GET /MedioxyPharm/css/bootstrap.min.css HTTP/1.1" 200 109521
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:30:05 +0530] "GET /MedioxyPharm/css/animate.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:30:05 +0530] "GET /MedioxyPharm/css/owl.carousel.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:30:05 +0530] "GET /MedioxyPharm/css/owl.theme.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:30:05 +0530] "GET /MedioxyPharm/css/style.default.css HTTP/1.1" 200 35211
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:30:05 +0530] "GET /MedioxyPharm/css/custom.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:30:05 +0530] "GET /MedioxyPharm/js/respond.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:30:05 +0530] "GET /MedioxyPharm/img/logo.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:30:05 +0530] "GET /MedioxyPharm/img/logo-small.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:30:05 +0530] "GET /MedioxyPharm/js/jquery-1.11.0.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:30:05 +0530] "GET /MedioxyPharm/assets/img/2.jpg HTTP/1.1" 200 46120
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:30:05 +0530] "GET /MedioxyPharm/js/bootstrap.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:30:05 +0530] "GET /MedioxyPharm/js/jquery.cookie.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:30:05 +0530] "GET /MedioxyPharm/js/waypoints.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:30:05 +0530] "GET /MedioxyPharm/css/fonts/fontawesome-webfont.eot? HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:30:05 +0530] "GET /MedioxyPharm/js/bootstrap-hover-dropdown.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:30:05 +0530] "GET /MedioxyPharm/js/modernizr.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:30:05 +0530] "GET /MedioxyPharm/js/front.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:30:05 +0530] "GET /MedioxyPharm/js/owl.carousel.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:30:10 +0530] "POST /MedioxyPharm/details/jojo HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:30:10 +0530] "GET /MedioxyPharm/basket/jojo HTTP/1.1" 200 32189
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:30:11 +0530] "GET /MedioxyPharm/css/font-awesome.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:30:11 +0530] "GET /MedioxyPharm/http://fonts.googleapis.com/css?family=Roboto:400,500,700,300,100 HTTP/1.1" 404 1110
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:30:11 +0530] "GET /MedioxyPharm/css/animate.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:30:11 +0530] "GET /MedioxyPharm/css/bootstrap.min.css HTTP/1.1" 200 109521
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:30:11 +0530] "GET /MedioxyPharm/css/owl.carousel.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:30:11 +0530] "GET /MedioxyPharm/css/owl.theme.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:30:11 +0530] "GET /MedioxyPharm/css/style.default.css HTTP/1.1" 200 35211
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:30:11 +0530] "GET /MedioxyPharm/css/custom.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:30:11 +0530] "GET /MedioxyPharm/js/respond.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:30:11 +0530] "GET /MedioxyPharm/img/logo.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:30:11 +0530] "GET /MedioxyPharm/assets/img/1.jpg HTTP/1.1" 200 10002
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:30:11 +0530] "GET /MedioxyPharm/img/logo-small.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:30:11 +0530] "GET /MedioxyPharm/assets/img/4.jpg HTTP/1.1" 200 21069
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:30:11 +0530] "GET /MedioxyPharm/assets/img/2.jpg HTTP/1.1" 200 46120
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:30:11 +0530] "GET /MedioxyPharm/js/bootstrap.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:30:11 +0530] "GET /MedioxyPharm/js/jquery-1.11.0.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:30:11 +0530] "GET /MedioxyPharm/js/jquery.cookie.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:30:11 +0530] "GET /MedioxyPharm/js/waypoints.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:30:11 +0530] "GET /MedioxyPharm/js/bootstrap-hover-dropdown.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:30:11 +0530] "GET /MedioxyPharm/js/owl.carousel.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:30:11 +0530] "GET /MedioxyPharm/js/front.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:30:11 +0530] "GET /MedioxyPharm/js/modernizr.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:30:11 +0530] "GET /MedioxyPharm/css/fonts/fontawesome-webfont.eot? HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:30:25 +0530] "GET /MedioxyPharm/basket/deleteDetails/88 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:30:25 +0530] "GET /MedioxyPharm/basket/basket HTTP/1.1" 200 30328
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:30:25 +0530] "GET /MedioxyPharm/http://fonts.googleapis.com/css?family=Roboto:400,500,700,300,100 HTTP/1.1" 404 1110
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:30:25 +0530] "GET /MedioxyPharm/css/font-awesome.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:30:25 +0530] "GET /MedioxyPharm/css/bootstrap.min.css HTTP/1.1" 200 109521
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:30:25 +0530] "GET /MedioxyPharm/css/owl.carousel.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:30:25 +0530] "GET /MedioxyPharm/css/owl.theme.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:30:25 +0530] "GET /MedioxyPharm/css/style.default.css HTTP/1.1" 200 35211
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:30:25 +0530] "GET /MedioxyPharm/css/animate.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:30:25 +0530] "GET /MedioxyPharm/css/custom.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:30:25 +0530] "GET /MedioxyPharm/js/respond.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:30:25 +0530] "GET /MedioxyPharm/js/jquery-1.11.0.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:30:25 +0530] "GET /MedioxyPharm/js/bootstrap.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:30:25 +0530] "GET /MedioxyPharm/img/logo.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:30:25 +0530] "GET /MedioxyPharm/js/jquery.cookie.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:30:25 +0530] "GET /MedioxyPharm/img/logo-small.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:30:25 +0530] "GET /MedioxyPharm/js/waypoints.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:30:25 +0530] "GET /MedioxyPharm/assets/img/4.jpg HTTP/1.1" 200 21069
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:30:25 +0530] "GET /MedioxyPharm/assets/img/2.jpg HTTP/1.1" 200 46120
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:30:25 +0530] "GET /MedioxyPharm/js/modernizr.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:30:25 +0530] "GET /MedioxyPharm/js/bootstrap-hover-dropdown.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:30:25 +0530] "GET /MedioxyPharm/js/owl.carousel.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:30:25 +0530] "GET /MedioxyPharm/js/front.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2017:00:30:25 +0530] "GET /MedioxyPharm/css/fonts/fontawesome-webfont.eot? HTTP/1.1" 304 -
